index,capability_id,capability,layer_ids,layers,obligation,activation,primary_mandatory_reference,v3_profile_overlays,authority_owners,design_conformance,runtime_conformance,evidence_status,promotion_state,required_positive_test,required_negative_test,evidence_requirement,rollback_requirement,source_decision_ids,source
65,CAP-066,Unified Audio Processing & Generation,10,"Audio, Video, Streaming & Realtime",MANDATORY,PROFILE/JOB,QuarkAudio/UniSE/H-Codec,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-RNNOISE; PROFILE-ACE-STEP; PROFILE-STRUCTURED-MUSIC; PROFILE-YUE; PROFILE-HEADLESS-DAW; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-066-POS,AT-CAP-066-NEG,EVID-CAP-066-CURRENT-HOST,ROLLBACK-CAP-066,DEC-CAP-066; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-AUDIO-001; FA3-MUSIC-001; GC-07; GC-13; GC-14; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
66,CAP-067,Multi-Agent Simulation & Scenario Forecasting,8,"Engineering, Research, Simulation & Learning",MANDATORY,PROFILE/JOB,MiroFish REQ-ADAPTER/REF,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-PERSONA; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-DURABLE; AUTH-POLICY; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-067-POS,AT-CAP-067-NEG,EVID-CAP-067-CURRENT-HOST,ROLLBACK-CAP-067,DEC-CAP-067; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; GC-05; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
67,CAP-068,Runtime Detection Capture & Rule Performance,3,"Trust, Security & Recovery",MANDATORY,ALWAYS_ON,Falco modern-eBPF primary; Wazuh/ClamAV required adapters; YARA-X/osquery/CrowdSec,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-CONTAINER-SECURITY; PROFILE-DAGDA; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-POLICY; AUTH-SECRETS; AUTH-IDENTITY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-068-POS,AT-CAP-068-NEG,EVID-CAP-068-CURRENT-HOST,ROLLBACK-CAP-068,DEC-CAP-068; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-SEC-001; FA3-SEC-002; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
68,CAP-069,Model Compression & Optimization,5,"Unified AI Gateway, Model & Memory",MANDATORY,JOB,vLLM LLM-Compressor adapter,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-DENOISER-RESIDENCY; PROFILE-LLAMACPP; PROFILE-PRECISION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-AI-ROUTING; AUTH-REGISTRY; AUTH-MEMORY; AUTH-RESOURCE,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-069-POS,AT-CAP-069-NEG,EVID-CAP-069-CURRENT-HOST,ROLLBACK-CAP-069,DEC-CAP-069; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-AI-004; GC-11; GC-12; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
69,CAP-070,Hybrid Orchestration Federation,6,Agent Orchestration & Harness,MANDATORY,JOB,"SoulFlow, Vigilante, Fugusashi; LAB providers",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-DURABLE; AUTH-POLICY; AUTH-RESOURCE,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-070-POS,AT-CAP-070-NEG,EVID-CAP-070-CURRENT-HOST,ROLLBACK-CAP-070,DEC-CAP-070; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
70,CAP-071,Agentic Media Production & Creative Federation,9,"Creative Design, Film, DCC & Documents",MANDATORY,PROFILE/JOB,OpenMontage+Goose; ComfyUI/WanGP; Bforartists; OTIO/Kdenlive,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-CONVERSATIONAL-NLE; PROFILE-PROGRESSIVE-FIDELITY; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-REGISTRY; AUTH-HUMAN; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-071-POS,AT-CAP-071-NEG,EVID-CAP-071-CURRENT-HOST,ROLLBACK-CAP-071,DEC-CAP-071; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-MEDIA-001; FA3-MEDIA-002; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
71,CAP-072,Disaster Recovery & Recovery Control Plane,3,"Trust, Security & Recovery",MANDATORY,GATE/TIMER/JOB,"pgBackRest, restic, ReaR",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-BOOT-INITRAMFS; PROFILE-CONTAINER-SECURITY; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-POLICY; AUTH-SECRETS; AUTH-IDENTITY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-072-POS,AT-CAP-072-NEG,EVID-CAP-072-CURRENT-HOST,ROLLBACK-CAP-072,DEC-CAP-072; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-HOST-004; FA3-SEC-001; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
72,CAP-073,Human Identity & Workload Trust Fabric,3,"Trust, Security & Recovery",MANDATORY,GATE/PROFILE,"Keycloak, SPIFFE/SPIRE; OPA/Infisical authority",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-POLICY; AUTH-SECRETS; AUTH-IDENTITY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-073-POS,AT-CAP-073-NEG,EVID-CAP-073-CURRENT-HOST,ROLLBACK-CAP-073,DEC-CAP-073; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
73,CAP-074,Canonical Service Catalog & Dependency Graph,4,"Data, Event & Contract",MANDATORY,ALWAYS_ON module,Git/CUE + PostgreSQL projection,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-DURABLE; AUTH-CATALOG; AUTH-REGISTRY,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-074-POS,AT-CAP-074-NEG,EVID-CAP-074-CURRENT-HOST,ROLLBACK-CAP-074,DEC-CAP-074; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
74,CAP-075,API/Event/Schema Contract Registry,4,"Data, Event & Contract",MANDATORY,ALWAYS_ON module + GATE,OpenAPI/AsyncAPI/JSON Schema/Protobuf; Apicurio/oasdiff/Spectral/Pact,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-DURABLE; AUTH-CATALOG; AUTH-REGISTRY,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-075-POS,AT-CAP-075-NEG,EVID-CAP-075-CURRENT-HOST,ROLLBACK-CAP-075,DEC-CAP-075; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
75,CAP-076,"Platform Acceptance, Resilience & Recovery Lab",12,"Observability, Quality, Delivery & Feedback",MANDATORY,LAB/JOB/GATE,"Goss, testinfra, Toxiproxy",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-ENGINEERING-HARNESS; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-OBS; AUTH-HUMAN,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-076-POS,AT-CAP-076-NEG,EVID-CAP-076-CURRENT-HOST,ROLLBACK-CAP-076,DEC-CAP-076; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-ENG-001; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
76,CAP-077,"Storage Reliability, Integrity & Data Placement",2,"Resource, Storage & Lifecycle",MANDATORY,GATE/TIMER,"smartmontools, nvme-cli, smartctl_exporter",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-ACTIVATION-SOLVER; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-IRQ-LOCALITY; PROFILE-GDRCOPY-GDS; PROFILE-AISTORE; PROFILE-CONTAINER-SECURITY; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-HOST-LIFE; AUTH-REGISTRY,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-077-POS,AT-CAP-077-NEG,EVID-CAP-077-CURRENT-HOST,ROLLBACK-CAP-077,DEC-CAP-077; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-005; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-HOST-002; FA3-DATA-001; FA3-DATA-002; FA3-SEC-001; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
77,CAP-078,Local LLM Runtime Lifecycle & Constrained Generation,5,"Unified AI Gateway, Model & Memory",MANDATORY,JOB,"tabbyAPI ExL3, YALS conditional",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-LLAMACPP; PROFILE-PRECISION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-AI-ROUTING; AUTH-REGISTRY; AUTH-MEMORY; AUTH-RESOURCE,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-078-POS,AT-CAP-078-NEG,EVID-CAP-078-CURRENT-HOST,ROLLBACK-CAP-078,DEC-CAP-078; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; GC-11; GC-12; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
78,CAP-079,"Agent Runtime Trajectory, Policy Relay & Observability",12,"Observability, Quality, Delivery & Feedback",MANDATORY,ALWAYS_ON module,"canonical relay API, NVIDIA NeMo Relay adapter",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-AGENT-INTEROP; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-OBS; AUTH-HUMAN,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-079-POS,AT-CAP-079-NEG,EVID-CAP-079-CURRENT-HOST,ROLLBACK-CAP-079,DEC-CAP-079; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; GC-01; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
79,CAP-080,Verified Agent Skill Supply Chain,3,"Trust, Security & Recovery",MANDATORY,JOB/GATE,"SkillSpector, SkillEvaluator Tier 1–2, NVIDIA skills",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-AGENT-SKILLS; PROFILE-AGENT-PLUGINS; PROFILE-AGENT-INTEROP; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-POLICY; AUTH-SECRETS; AUTH-IDENTITY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-080-POS,AT-CAP-080-NEG,EVID-CAP-080-CURRENT-HOST,ROLLBACK-CAP-080,DEC-CAP-080; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-AGENT-001; FA3-AGENT-002; GC-01; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
80,CAP-081,Accelerated Image Codec Provider,10,"Audio, Video, Streaming & Realtime",MANDATORY,PROFILE/JOB,"nvImageCodec, explicit CPU fallback",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-RAV1E; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-081-POS,AT-CAP-081-NEG,EVID-CAP-081-CURRENT-HOST,ROLLBACK-CAP-081,DEC-CAP-081; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; GC-03; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
81,CAP-082,NVIDIA Vendor Security Advisory Ingestion,3,"Trust, Security & Recovery",MANDATORY,TIMER/JOB,NVIDIA product-security read-only feed,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-POLICY; AUTH-SECRETS; AUTH-IDENTITY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-082-POS,AT-CAP-082-NEG,EVID-CAP-082-CURRENT-HOST,ROLLBACK-CAP-082,DEC-CAP-082; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
82,CAP-083,Open Standards Graphics/Compute/XR/3D,10,"Audio, Video, Streaming & Realtime",MANDATORY,GATE/JOB,Khronos Vulkan/SPIR-V/glTF/KTX/OpenXR,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-UNREAL; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-083-POS,AT-CAP-083-NEG,EVID-CAP-083-CURRENT-HOST,ROLLBACK-CAP-083,DEC-CAP-083; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; GC-09; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
83,CAP-084,Foundational Streaming Media Runtime,10,"Audio, Video, Streaming & Realtime",MANDATORY,PROFILE/SOCKET,GStreamer primary runtime,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-RAV1E; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-084-POS,AT-CAP-084-NEG,EVID-CAP-084-CURRENT-HOST,ROLLBACK-CAP-084,DEC-CAP-084; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; GC-03; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
84,CAP-085,Streaming Tensor Inference & Sensor/Media Graph,10,"Audio, Video, Streaming & Realtime",MANDATORY,PROFILE/JOB,NNStreamer isolated adapter,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-085-POS,AT-CAP-085-NEG,EVID-CAP-085-CURRENT-HOST,ROLLBACK-CAP-085,DEC-CAP-085; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
85,CAP-086,Real-Time Multimodal Perception & Streaming Analytics,10,"Audio, Video, Streaming & Realtime",MANDATORY,PROFILE,DeepStream conditional adapter,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-086-POS,AT-CAP-086-NEG,EVID-CAP-086-CURRENT-HOST,ROLLBACK-CAP-086,DEC-CAP-086; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
86,CAP-087,"Model Interchange, Graph IR & Backend Conformance",5,"Unified AI Gateway, Model & Memory",MANDATORY,JOB/GATE,ONNX/ir-py/backend conformance,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-FAIRSEQ; PROFILE-LLAMACPP; PROFILE-PRECISION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-AI-ROUTING; AUTH-REGISTRY; AUTH-MEMORY; AUTH-RESOURCE,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-087-POS,AT-CAP-087-NEG,EVID-CAP-087-CURRENT-HOST,ROLLBACK-CAP-087,DEC-CAP-087; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-AI-003; GC-11; GC-12; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
